Ticker,Summary,Sentiment,Confidence,URL
GME,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/news/strength-seen-gamestop-gme-14-144602277.html
GME,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BGME%26tbm%3Dnws%26pccc%3D1
GME,Lenders accused firm of hiding $500 million of funds. Firm has to make interest payment on $1.2 billion loan by June 5,NEGATIVE,0.9937775135040283,https://finance.yahoo.com/news/byju-lenders-scrap-talks-restructure-063304131.html
GME,First Milling’s IPO is set to be second biggest in 2020,POSITIVE,0.9689701199531555,https://finance.yahoo.com/news/saudi-flour-milling-company-ipo-093803396.html
GME,Vedanta-Hon Hai venture hasn’t found production-ready technology. Billionaire’s plan to establish India’s first major chipmaking operation,NEGATIVE,0.9980353713035583,https://finance.yahoo.com/news/billionaire-chip-dreams-stymied-india-000225933.html
GME,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/bank-stock-declines-attributed-crowd-205127249.html
GME,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://uk.finance.yahoo.com/news/mexico-extends-gmexico-train-concession-154127289.html
GME,Retailer to launch Web3 game launchpad Playr. Deal comes as retailer moves away from brick and mortar,NEGATIVE,0.9740396738052368,https://finance.yahoo.com/news/gamestop-teams-telos-foundation-grow-155032269.html
GME,Trading platform to allow users to trade 24 hours a day. Platform also saw monthly active users rise in the first quarter,POSITIVE,0.9726309180259705,https://finance.yahoo.com/news/robinhood-announces-plans-to-launch-24-hour-trading-with-names-like-apple-tesla-130110794.html
GME,"Retail investors are piling into put options to short banks. ‘It’s a sentiment trade right now,’ CFRA’s Yokum says",NEGATIVE,0.960085928440094,https://finance.yahoo.com/news/are-banks-the-new-meme-stocks-193655826.html
GME,"Video game retailer had gained 27.25% over the past month. Heading into today, shares of the video game retailer had gained 27.25% over the past month.",NEGATIVE,0.9038848280906677,https://finance.yahoo.com/news/gamestop-gme-gains-lags-market-221517734.html
TSLA,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://ca.finance.yahoo.com/news/tesla-still-auto-stock-despite-200919415.html
TSLA,Shares of Tesla have outperformed the Automotive - Domestic industry over the past year. TotalEnergies has outperformed the Oil and Gas - Refining and Marketing industry,NEGATIVE,0.8901519775390625,https://finance.yahoo.com/news/top-research-reports-tesla-totalenergies-202900627.html
TSLA,Billionaire described U.S. and China like conjoined twins. Musk is in China this week to speak with officials,POSITIVE,0.9782180190086365,https://finance.yahoo.com/news/chinas-foreign-ministry-tesla-ceo-092412402.html
